21144,259989
21143,260530
21197,248717
21165,222532
21371,266571
21227,255639
21230,255029
21232,256855
21280,245013
20908,292608
20909,292417
20905,292607
22379,254228
22380,254308
22381,254519
46134,851965
21276,242683
108818,2055970
20758,252839
109311,1804335
20753,252800
46334,852167
109318,1804299
109301,1804006
46294,855985
46295,851755
46401,853483
46400,855983
49099,858955
49055,860301
49060,858423
49058,860941
49056,859680
49059,858422
49053,858420
49108,862254
49105,862243
49112,862028
49228,860742
49229,862645
49111,860084
49230,860743
49109,860939
49054,862849
49057,862853
49110,858419
49104,862835
49107,861596
49106,859667
49102,862240
49103,862241
49100,860278
49101,861595
49061,858053
49079,859013
49088,858379
109307,1802995
49402,857952
49527,860576
49195,860107
49519,860585
110534,2048796
110564,2054418
48512,833192
20255,291166
48550,875783
1105,18678
24845,306057
23670,299742
22426,295326
22427,295395
22420,295202
22419,295077
23679,299906
23668,299949
25398,334122
24787,295907
24139,354998
23451,294654
25557,360864
24746,380584
12668,155023
12578,154976
26295,336604
22869,323024
16306,143215
15265,154648
26694,326885
92570,1548100
14042,169248
952,25174
2836,40046
382,39395
205,32745
102795,1715587
83467,1374500
7323,117022
83632,1361465
83634,1361953
83633,1362945
83635,1361952
105630,1714768
44930,668569
45892,748116
44522,749790
116416,2140926
116415,2140809
10413,133635
44333,738537
116417,2140944
17708,146758
17714,147010
17711,146537
10414,133364
10412,133629
17710,146868
17712,147048
10557,135648
10558,136439
10574,135408
10575,136983
10569,136434
10565,136156
10563,135632
10564,135131
11123,156080
11398,144509
11086,156084
12045,145317
67326,1129449
10121,132359
68840,1176956
43401,660524
45523,727847
11390,144793
13144,163019
43892,802505
117243,2110669
71559,1081820
71595,1084145
116975,2155160
44383,741035
52625,900843
44633,762695
119822,2180757
53000,896933
53531,894053
76131,1277624
13393,153623
76127,1277627
53441,888609
53567,889977
53359,895401
53379,895400
53368,895201
53361,895116
11514,131909
34457,505166
97193,1629073
96879,1631619
97120,1631125
96834,1630730
97077,1630171
67374,1066035
76282,1288457
76281,1289736
88439,1484755
76864,1287922
97363,1650097
33357,492709
78789,1340748
78903,1342529
76302,1297920
39369,534211
88809,1441164
76391,1285574
34325,495035
34323,495036
34324,494968
82152,1349313
82551,1352803
19727,198334
35996,534047
88908,1463231
81298,1343960
81297,1344330
81303,1343735
