21146,260071
21147,260078
21808,257313
21145,260191
21808,257975
21808,257628
21808,257887
21808,257367
21808,258316
21808,258778
21808,259623
21808,257375
22313,257436
21098,258101
21098,258688
21085,214454
22294,257439
21109,258541
110352,1782159
21082,210403
110353,1782159
22356,206907
22358,206633
22358,206352
22358,206438
22358,206729
21402,266425
110653,2059101
110653,2058312
110653,2058484
21823,249601
21389,266409
21196,246150
21196,249298
21196,249968
21268,287010
110653,1931510
21270,284764
21270,285451
21270,285448
22109,254799
21237,255360
110653,1931620
110653,1937112
21264,286186
21264,284800
21264,288294
21264,288939
21265,289655
21265,289010
21267,287007
22123,288279
21266,287592
21266,284780
21266,284779
20653,267772
20651,268019
22385,235885
22390,278181
21023,272930
20656,269240
20656,269247
21033,275942
21031,275942
21046,278613
21046,270853
21046,273060
20659,269714
21437,228023
21437,233345
21437,232009
21407,231997
21448,235252
20662,269380
21406,237360
21410,230682
21417,230680
21417,236026
21042,276500
21028,277489
21028,274147
21028,277467
109188,1727754
21020,274256
21042,273182
21042,277605
21042,272089
21773,267130
21678,267172
21737,267479
21737,266818
21737,267472
21792,267346
22255,267089
21726,266853
22254,267223
21665,267046
22219,264515
21155,264516
21294,240961
21294,242858
109669,1856408
21962,209785
20788,205970
20453,209486
22409,242008
22409,243880
22404,243219
22404,240727
21635,290485
20788,292702
21285,241693
21295,242311
20788,292697
21278,244777
22403,240897
20788,292513
21290,243289
112970,1752400
112970,1751168
112152,1849585
112152,1850132
108257,2035134
108259,2035134
108257,2034994
108259,2034994
108259,2035133
106556,1986796
107399,1767502
107430,1850208
110126,1755873
111921,1875581
111930,1877168
111921,1877165
111930,1877165
107329,1857588
109327,1802721
112785,1845251
48662,867018
21893,202241
108264,2034969
108261,2034969
108264,2034971
108264,2035395
108261,2035395
110134,1755818
110134,1753279
110121,1751406
112785,1845948
20237,281104
108262,2034763
108262,2035720
108266,2035721
108262,2035721
107174,1914649
107178,1915243
107178,1914107
107178,1914646
107178,1915242
107178,1914108
107178,1912413
107178,1912412
107178,1915838
107178,1913526
108263,2035386
107110,1740730
111923,1876289
111923,1877920
107170,1915250
107170,1915252
107170,1914656
107170,1915253
107170,1914120
107174,1915842
107174,1914111
107174,1914112
107174,1915250
107174,1913002
107174,1913012
107178,1916431
107178,1913536
107178,1912425
107178,1915847
107178,1915257
107175,1914121
50262,844202
50262,844367
20239,280055
108267,2034763
109539,1740397
20329,209889
21640,205577
20329,209903
107187,1916222
107184,1916213
107177,1912323
21597,215048
20961,204845
20961,201427
21598,215048
106841,1806860
48920,842657
111911,1874425
111928,1878475
21992,291927
110667,1756209
112621,2050915
112621,2052821
112853,1870503
112853,1912856
112853,1912852
112853,1871831
112853,1871830
112853,1915015
112853,1912177
112853,1916197
112853,1915613
112853,1872913
112853,1872177
112853,1871128
112853,1870764
112853,1993070
112853,1993592
112853,1993601
112853,1872565
112853,1916190
45967,830061
22134,253212
112853,1912071
20419,205247
20419,205362
20419,205308
112853,1870581
112853,1872002
48269,870228
48269,869230
48269,869930
48269,868933
48269,871159
64039,1050084
1143,2310
1143,1975
1143,1972
20692,250930
112853,1872767
112853,1872676
112853,1872774
112853,1872772
64907,1053405
20689,251283
112853,1872678
20710,220183
20409,205500
20689,251287
20686,252472
20689,251282
21613,218466
21613,218006
112997,2060264
112998,2061754
112852,1951632
112853,1872983
20709,220459
112993,2062527
110167,2061386
112852,1997135
112853,2028570
107202,1779410
107210,1779410
110153,2062076
112853,1912107
112853,2028619
22055,219402
112853,1912081
48215,864755
107209,1779289
110151,2063802
110175,2063802
110164,2061193
110197,2061350
110513,2043352
48257,865108
24818,306536
48371,840928
48371,840815
48371,840735
26475,352324
22246,284216
27566,352893
27566,353068
26473,353068
23096,309214
111277,1973716
49789,879099
110836,1965330
110836,1968580
48404,875183
27264,320394
111837,1955693
107048,1727316
22591,313358
22591,313320
22591,316656
22757,325714
50020,846963
107772,1887570
27921,309608
108994,1991402
48489,837194
50118,843832
25800,371555
112092,1828648
111145,2036902
111242,2015914
2076,31256
25555,360853
17031,154775
12688,154775
12774,154775
50199,849679
1817,26552
1817,26855
12869,154774
24577,366668
12830,154842
12632,154842
12649,154842
12633,154842
110281,1811091
110832,1924713
110832,1922986
111727,2071075
110997,1975622
77216,1311866
77524,1316563
110211,1810682
110212,1809375
1847,48391
5499,72782
1369,21716
12592,155010
12592,154905
111098,2026930
112292,2081510
110428,1902154
111195,1896277
111123,2026409
106613,1815884
106614,1815884
111097,2028100
111100,2025284
648,49619
648,49233
99891,1671777
646,49415
646,49798
640,49618
23657,368851
99891,1672378
108055,2080962
99922,1672111
99891,1671695
106486,1812478
5802,70693
77280,1306101
77312,1306101
77300,1306101
77296,1305693
99891,1671642
99891,1671826
5700,70591
438,23100
438,23101
26386,340319
107907,1941131
14764,153717
27810,311810
26270,336748
17032,153714
107999,2004690
25904,382235
5724,69977
111731,1793079
111731,1790513
16019,143925
14682,153695
11841,154092
15918,144158
15920,143928
5780,70663
5736,70475
27434,323270
22870,323098
15919,144158
15856,142489
16312,142489
107906,1942067
25578,361814
25584,361601
27813,311170
16013,144162
15968,144162
16375,144162
16034,144142
16034,143647
11912,154131
16431,144186
11904,154076
11780,154193
100689,1681514
92527,1512629
7945,105905
7963,105226
27267,311319
14191,169296
15689,143897
16208,143787
16486,142707
15289,154683
91936,1507228
15947,143335
15602,142862
15944,144062
15944,143101
16501,143536
16501,143540
7864,86944
7864,87253
14058,169170
14058,169342
15914,143797
16065,143797
16038,143332
15400,154747
15402,154747
7904,87320
23104,331127
23101,330728
23101,331127
23104,330728
27524,338598
27526,338598
13971,169449
13900,169273
14119,169341
14033,169341
14053,169428
14243,169428
16522,143328
13922,169421
13922,169082
13482,156599
13571,157173
13571,156449
13573,157172
17676,156322
13478,157046
16288,143965
93389,1575237
13597,156604
16105,143587
93389,1575123
93389,1575646
93389,1575494
7862,87307
16614,143589
93389,1574889
8479,107808
8401,109690
8400,109442
16700,143463
92705,1576648
8438,108338
9191,111418
862,27347
16328,144096
5426,73816
92113,1606324
92910,1594184
862,27969
85081,1359701
13512,156570
16632,142546
200,31994
14235,169148
2746,32891
