21146,260289
21146,260495
21146,260397
21147,259958
21147,260396
21147,259960
21147,260288
22269,260493
22268,260493
22268,259973
21151,260301
22267,260301
21151,259856
21151,260300
21148,259753
21148,260210
21148,260321
21148,260209
21148,259986
21148,260096
21148,259732
21148,260105
21148,259867
21148,260422
21148,260320
21148,260527
21148,260104
21148,259752
21148,260208
21148,260207
21151,260197
21151,260299
21145,260117
21145,259744
21145,259952
21145,260123
21808,260191
21143,260326
21143,259989
21144,260530
21808,260529
21808,260532
21808,259872
21808,259871
21808,260531
21808,259870
21808,260425
21808,259988
21808,260214
21808,260328
21808,260213
21145,259989
21145,260530
21145,260107
21808,257289
21808,258327
21808,259465
21808,258873
21808,258872
21808,260327
22413,257313
21808,259874
21808,259990
22324,258336
22324,259363
22279,259363
22323,259363
21808,258861
21808,257967
21808,258613
21808,257626
21808,257314
21808,258315
21808,257981
21808,258858
21808,257651
21808,259171
21808,257317
21808,259449
21808,258598
21808,259177
21808,258597
21808,257968
21808,257318
21808,258600
21808,257659
21808,257670
21808,258857
21808,258621
21808,257650
21808,257672
21808,259454
21808,257970
21808,258883
21808,259204
21808,259170
21808,259475
21808,257986
21808,257669
21808,257336
21808,258013
21102,257887
21808,258884
21808,257515
21808,258500
21808,258172
21808,257878
21808,259058
21808,259060
22259,259623
22259,257375
21808,258507
21808,259061
21808,258509
21808,259355
21808,257526
21808,259354
21808,259637
21808,258769
21808,258190
21808,258508
21808,258188
21808,258187
21808,258192
21808,258771
21808,258191
21808,258189
21808,257870
21808,258770
21808,258193
21808,259639
21808,259066
21808,259358
21808,259642
21808,258195
21808,259643
21808,258774
21808,258775
21808,258194
21808,257854
21808,258756
21808,259629
21808,258758
21808,258173
21808,258174
21808,259349
21808,258511
21808,258497
21808,258502
21808,259625
22303,257375
21802,257375
21807,257375
21808,259056
21808,258498
21808,259063
21808,257513
21808,257737
21808,258399
21808,257420
21105,257375
21808,258755
21808,257873
21808,259626
21808,258776
21808,257520
21808,257853
21808,259630
21808,257857
21808,258199
21808,259627
21808,258499
21808,259248
21099,257975
22298,257375
21110,257375
21808,259538
21808,259249
21808,257410
21808,258071
21808,258072
21808,259250
21808,257421
21808,258403
21089,257375
21092,257375
21808,258947
21808,258660
21808,259531
21808,259253
21808,258398
21808,259252
21808,259251
21808,259254
21808,259246
21808,259539
21808,258661
21808,258073
21808,258400
21808,257738
21808,258948
21808,259537
21808,258949
21808,257419
21808,258950
21808,257740
21808,258663
21808,258393
21808,258407
21808,258074
21808,257739
21808,257741
21808,258401
21808,258662
21808,259540
21808,259541
21808,258408
21808,258670
21808,257427
21808,258962
21808,258391
21808,258664
21808,258404
21808,258955
21808,258954
21808,259544
21808,259543
21808,258665
21808,257734
21808,258961
21808,259261
21808,257411
21808,257431
21808,257432
21808,259267
21808,258963
21808,258084
22313,258942
22297,258926
22297,259234
22302,258926
22302,257889
22302,257387
21098,258993
21098,257454
21098,258987
21098,258691
22317,258417
22299,258417
22317,257975
22299,257975
21098,258714
21098,258440
22318,258102
22315,258417
22307,258417
22318,258417
22315,257975
22307,257975
22318,257975
22414,257975
21098,257773
21098,257488
21098,257824
21098,258732
21098,259326
21098,258478
21098,258157
21098,259273
22314,257975
22305,259018
22292,257975
22305,257975
112249,1781580
110360,1782942
110360,1783213
110360,1783445
22311,257579
22321,258540
22321,257451
22320,257907
21104,257907
22311,257907
22321,257907
22300,258996
22319,257975
22281,257975
22280,257975
22301,257975
22300,257975
22319,257907
22281,257907
22280,257907
22301,257907
22300,257907
22294,257975
21095,258549
21095,259134
21090,258893
21109,259131
21109,257580
21109,257250
21109,257249
21109,257248
21109,259406
21109,258825
21109,258824
21109,257932
21109,257601
21109,257907
21097,258095
22295,257907
21093,257907
22296,257907
21107,257975
21106,257975
22294,259557
110357,1783024
110357,1781919
110357,1782726
110357,1782691
110357,1781655
110356,1783267
110356,1783249
110356,1783518
110259,1881951
110355,1782159
110354,1782159
110355,1783518
110354,1783518
21798,212338
21798,212311
21082,212311
21974,212311
21972,212311
21206,206520
21206,206606
21205,206426
22352,206448
22352,206449
21213,206590
21211,206590
22350,207005
21204,206795
21208,206529
21208,206759
110263,1882030
110263,1881951
112235,1781953
110353,1783518
21084,212355
21084,211727
21084,214815
21084,212947
21084,214830
21084,210402
21084,212933
21084,212311
21797,212311
21083,212311
21084,210491
21084,210490
21084,212941
21084,212380
22355,206900
22355,206348
22359,206919
22359,206358
22358,207010
22358,206632
22358,206353
21208,206484
21214,206484
21214,206759
110358,1782267
110358,1781693
110358,1781961
21216,206759
21216,206484
21961,212804
21404,266568
21391,266428
21373,266428
21378,266428
21373,266427
21378,266427
21391,266426
21373,266426
22104,245785
22104,247445
22104,246498
21814,266428
22393,266428
21814,266427
22393,266427
21197,248299
21823,249750
21823,249716
21823,249494
21346,266428
21343,266428
21360,266427
21346,266427
21343,266427
108727,2017986
110653,1931421
21823,245811
21823,249631
21823,250346
21823,250341
21823,248988
21823,247711
21823,247848
21823,247712
21823,246571
21823,248182
21340,266427
21342,266427
21201,247372
21201,247510
21200,247189
21200,247175
21200,249719
21200,250375
21200,249718
21200,247174
21200,245892
21200,247183
21200,250388
21200,250374
21200,245891
21200,246563
21200,247188
21200,247831
21848,266318
21865,266359
21863,266584
21862,266584
21866,266584
21835,266584
21841,266359
21829,266359
21847,266359
21311,266576
21341,266494
21341,266427
21314,266427
21359,266283
21358,266459
21327,266427
21326,266427
22229,266427
21372,266427
21395,266427
21370,266427
21167,222552
21167,222672
21356,266354
21357,266354
21357,266427
22242,266427
22227,266427
21318,266427
21377,266427
21390,266427
21313,266427
21344,266427
21334,266427
21313,266310
21394,266427
22032,222247
22023,222247
22029,222247
21375,266427
21384,266427
21347,266427
21381,266427
21379,266427
21355,266427
21362,266427
21371,266427
21364,266427
21363,266427
21352,266295
21338,266557
21350,266427
21113,209205
21352,266394
21352,266305
21352,266517
21352,266388
21352,266344
21352,266447
21352,266488
21352,266346
110654,1931421
21268,289540
21268,286823
21268,289640
21268,286177
21268,287606
21268,284788
21274,288956
21268,289498
21274,288876
21268,286907
21268,288282
21268,287609
21352,266612
21352,266407
21352,256108
21227,256828
21233,256828
21228,256828
21226,256828
21230,256828
21263,289592
21252,222256
21252,222291
21252,222280
21252,222279
21252,222192
21252,222191
21252,222308
21236,256190
21229,256828
21236,256828
22066,255867
22338,256799
21225,256828
21231,256828
21232,256828
22066,256828
22338,256828
21236,256214
21236,256186
21270,288876
21254,222308
21189,256025
21223,256639
21223,255872
21224,255255
21224,256828
21272,287111
21272,287144
21272,287789
21272,285679
21272,285677
21272,289768
21271,286844
21271,284730
21272,288876
21271,288876
21271,287565
22064,256537
21222,256552
21222,256828
21641,253822
21641,253808
21641,253895
21641,253878
22105,254799
21237,257171
21237,255646
21234,256275
21234,256010
21234,255963
21234,256828
110653,1931822
21264,287179
21264,288536
21264,288533
21264,287181
21264,286460
21264,285039
21264,287851
21265,288781
21265,286731
21265,288109
21265,288623
21265,288628
21265,287946
21265,285134
21265,285549
21265,287283
21265,287282
21265,289255
21265,288621
21265,287279
21265,286559
21265,287278
21265,288620
21265,287939
21265,285133
21267,285132
21267,287943
21267,286533
21267,286611
21267,289308
21264,288876
21265,288876
21267,288876
21273,288876
21267,286258
21641,286185
21641,253672
21641,253598
21641,253881
21641,253597
21641,253882
21641,253880
21641,253825
21641,253964
21641,253897
21641,253883
21641,253673
21177,226186
21184,226484
21174,226490
21184,227154
22100,264127
22100,263146
22100,263692
22114,264202
22168,282889
110653,1936851
110653,1936975
110653,1936781
110653,1936708
21269,288876
22057,288876
22253,288876
21266,285912
21266,289334
21266,288034
21266,288876
21266,288272
21266,288035
21183,226490
110653,1937031
110653,1936910
110653,1936909
110653,1936773
110653,1937030
110653,1936625
110653,1936772
110653,1936908
110653,1936768
110653,1936841
110653,1936690
110653,1936696
110653,1937111
21129,253591
21191,262672
21191,262972
108507,1936746
110653,1936956
110653,1936693
110653,1936766
110653,1936765
110653,1936621
110653,1936688
110653,1937103
110653,1936620
110653,1936687
110653,1937028
110653,1936838
110653,1937101
110653,1936686
110653,1936954
110653,1936619
110653,1937100
110653,1936904
110653,1936685
110653,1936618
110653,1936761
110653,1936617
110653,1936762
110653,1936953
110653,1936616
110653,1936615
110653,1936952
110653,1936684
110653,1936614
110653,1937026
110653,1936623
110653,1937110
110653,1936845
110653,1936770
110653,1936774
22148,253666
22148,253593
22148,253533
22151,253877
22151,253665
22151,253593
22151,253533
22151,253460
21176,225161
112570,2054803
108798,2055173
110653,1936613
110653,1937099
110653,1936626
110653,1936901
110653,1937109
110653,1937108
110653,1936844
110653,1936769
110653,1937106
110653,1937107
110653,1936907
21131,253945
21128,253445
21127,253445
21128,253453
22366,253445
22365,253445
21178,226759
22164,282951
110653,1936692
110653,1936842
110653,1936905
110653,1992362
21182,227054
20650,268549
20650,267774
20650,269252
20650,269583
20650,269943
22072,232441
21056,272583
22232,269325
22209,269319
20653,268624
20653,268989
20653,268626
20653,269579
20653,268625
20653,270346
20653,269936
20653,267872
20653,268991
20653,268246
20653,267874
20653,268545
22209,270258
22385,235890
22385,234546
22385,237208
22385,234654
22385,234623
22385,231933
22390,277014
21034,277014
21060,277014
21057,272583
21032,272583
21059,272583
22390,272583
21055,276097
20652,267888
21053,273663
22193,271975
22220,271975
22220,272020
109850,1992379
20644,268256
20643,268256
20644,267888
20643,267888
20661,268365
20661,267888
20647,269971
20647,269972
20647,268907
20647,267794
22345,273663
22179,273663
22220,271991
21219,239303
20661,269434
20656,268170
20656,269925
20656,270357
20656,269682
20656,269403
20656,268188
20656,269683
20656,270358
20656,268998
20656,268589
20656,268253
20656,270291
20656,267817
20656,268190
20656,267818
20656,269120
20656,268921
20656,269626
20656,270286
20656,269277
20656,268712
20656,269742
20656,267949
22216,269011
22210,269011
21411,234678
21440,233354
21440,228033
21044,270655
21044,273944
21044,277294
21033,273754
21033,273755
21033,270457
21033,271562
21031,275899
21026,275125
21026,278456
21026,275940
21026,274846
